Sensor,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
1,173.0,865.0,111.0,898.0,235.0,833.0,-0.27672,0.37271,-0.88573,-0.3172,0.35507,-0.87938,0.0,0.0,1,1,218.2,-7.3,601.2,284.7,-18.6,610.6,30.3,245.7,64.5,227.9,0.0264,0.8011,0.0,0.0,0.0639,0.771,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,167.0,864.0,98.0,896.0,235.0,833.0,-0.28154,0.37147,-0.88473,-0.3172,0.35507,-0.87938,4.35,4.1,1,1,218.2,-7.3,601.2,284.7,-18.7,610.6,26.9,245.2,64.5,227.9,0.0225,0.8002,0.0,0.0,0.0638,0.771,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,171.0,860.0,122.0,878.0,220.0,841.0,-0.27325,0.36637,-0.88944,-0.32221,0.35713,-0.87672,0.0,0.0,1,1,218.2,-7.2,601.0,284.8,-18.6,610.6,33.6,240.4,60.4,230.1,0.0253,0.7959,0.0,0.0,0.0548,0.7785,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,168.0,854.0,124.0,873.0,212.0,835.0,-0.27289,0.36444,-0.89035,-0.32536,0.3546,-0.87658,0.0,0.0,1,1,218.2,-7.1,601.0,284.7,-18.6,610.6,34.0,238.9,58.0,228.4,0.0232,0.7905,0.0,0.0,0.0497,0.7727,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,166.0,861.0,127.0,889.0,206.0,834.0,-0.27114,0.37018,-0.88851,-0.32759,0.35399,-0.876,4.31,4.05,1,1,218.1,-7.1,600.9,284.7,-18.6,610.6,34.7,243.3,56.3,228.1,0.0222,0.7975,0.0,0.0,0.0459,0.7718,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,161.0,870.0,99.0,885.0,223.0,854.0,-0.28167,0.36779,-0.88623,-0.32058,0.36166,-0.87546,0.0,0.0,1,1,218.2,-7.0,600.8,284.7,-18.6,610.5,27.2,242.3,61.1,233.6,0.0192,0.8052,0.0,0.0,0.0564,0.7904,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,167.0,873.0,104.0,883.0,229.0,864.0,-0.27986,0.36691,-0.88716,-0.31795,0.36545,-0.87485,0.0,0.0,1,1,218.1,-6.9,600.7,284.6,-18.6,610.5,28.6,241.5,62.7,236.4,0.0225,0.8086,0.0,0.0,0.06,0.8,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,172.0,876.0,110.0,886.0,233.0,866.0,-0.2775,0.36849,-0.88725,-0.31629,0.36624,-0.87512,4.26,4.03,1,1,218.1,-6.9,600.7,284.6,-18.6,610.5,30.2,242.5,64.0,236.9,0.0256,0.8111,0.0,0.0,0.0627,0.8016,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,166.0,870.0,117.0,888.0,215.0,852.0,-0.27488,0.36919,-0.88777,-0.32357,0.36069,-0.87476,0.0,0.0,1,1,218.1,-6.9,600.6,284.6,-18.5,610.4,32.2,242.9,58.8,233.2,0.0221,0.8053,0.0,0.0,0.0514,0.7889,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,164.0,871.0,112.0,889.0,216.0,853.0,-0.27696,0.36925,-0.8871,-0.32299,0.36117,-0.87478,0.0,0.0,1,1,218.1,-6.8,600.6,284.6,-18.5,610.4,30.6,243.2,59.2,233.5,0.0208,0.8063,0.0,0.0,0.0522,0.79,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,163.0,876.0,116.0,895.0,211.0,858.0,-0.27518,0.37162,-0.88667,-0.32475,0.36239,-0.87362,4.36,4.04,1,1,218.1,-6.9,600.6,284.6,-18.5,610.3,31.7,244.9,57.7,234.7,0.0204,0.8112,0.0,0.0,0.049,0.794,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,164.0,871.0,114.0,894.0,214.0,847.0,-0.27574,0.37117,-0.88668,-0.32395,0.35909,-0.87528,0.0,0.0,1,1,218.1,-6.8,600.6,284.6,-18.4,610.2,31.3,244.6,58.7,231.9,0.0211,0.806,0.0,0.0,0.0512,0.7847,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,159.0,867.0,111.0,891.0,207.0,843.0,-0.2771,0.37014,-0.88668,-0.32666,0.35727,-0.87501,0.0,0.0,1,1,218.1,-6.8,600.6,284.5,-18.4,610.1,30.4,243.9,56.7,230.7,0.0179,0.8029,0.0,0.0,0.0468,0.7806,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,162.0,869.0,106.0,882.0,217.0,855.0,-0.27931,0.36681,-0.88737,-0.32247,0.36188,-0.87468,4.22,4.02,1,1,218.0,-6.9,600.7,284.5,-18.4,610.1,29.0,241.4,59.6,234.0,0.0194,0.8043,0.0,0.0,0.053,0.7918,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,169.0,881.0,106.0,883.0,232.0,879.0,-0.27926,0.3672,-0.88723,-0.31615,0.37067,-0.8733,0.0,0.0,1,1,218.1,-6.9,600.7,284.5,-18.3,610.0,29.0,241.7,63.7,240.6,0.024,0.8159,0.0,0.0,0.0621,0.814,1,375.0,10.0,168.0,871.0,0.0235,0.8069
1,173.0,883.0,104.0,880.0,242.0,886.0,-0.27999,0.36605,-0.88748,-0.31226,0.37356,-0.87347,0.0,0.0,1,1,218.0,-6.9,600.7,284.5,-18.3,610.0,28.5,240.9,66.4,242.5,0.0264,0.8178,0.0,0.0,0.068,0.8206,1,375.0,10.0,168.0,871.0,0.0235,0.8069
