Sensor,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
1,1653.0,861.0,0.0,0.0,1653.0,861.0,0.0,0.0,0.0,0.33411,0.29736,-0.8944,0.0,4.01,0,1,0.0,0.0,0.0,292.4,92.6,430.1,0.0,0.0,453.1,235.6,0.9172,0.7972,0.0,0.0,0.9172,0.7972,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1601.0,833.0,1554.0,807.0,1648.0,859.0,0.37377,0.26862,-0.88777,0.33146,0.29693,-0.89553,0.0,0.0,1,1,237.2,85.2,448.3,292.4,92.5,430.3,425.9,220.8,451.6,235.2,0.8857,0.7714,0.8575,0.7471,0.914,0.7958,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1601.0,834.0,1548.0,808.0,1654.0,860.0,0.37063,0.26667,-0.88967,0.33418,0.29693,-0.89452,0.0,0.0,1,1,237.2,86.5,449.0,292.4,92.4,430.8,424.2,221.1,453.4,235.4,0.8858,0.7722,0.8538,0.7481,0.9178,0.7963,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1606.0,832.0,1547.0,809.0,1664.0,855.0,0.37017,0.27013,-0.88882,0.339,0.29403,-0.89366,4.15,4.28,1,1,237.3,85.2,448.3,292.6,92.2,431.1,424.0,221.4,456.1,234.0,0.8886,0.7705,0.8533,0.7492,0.9239,0.7918,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1608.0,839.0,1548.0,824.0,1667.0,854.0,0.36986,0.27758,-0.88666,0.34054,0.29327,-0.89332,0.0,0.0,1,1,237.2,85.2,448.3,292.5,92.1,431.3,424.2,225.6,456.9,233.7,0.8897,0.7769,0.8538,0.7632,0.9257,0.7907,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1612.0,834.0,1552.0,817.0,1672.0,851.0,0.37191,0.2736,-0.88703,0.34257,0.29155,-0.89311,0.0,0.0,1,1,237.2,85.2,448.4,292.6,91.9,431.7,425.2,223.5,458.2,232.9,0.8922,0.772,0.856,0.7562,0.9284,0.7879,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1617.0,830.0,1551.0,825.0,1683.0,836.0,0.37098,0.27773,-0.88614,0.34852,0.28342,-0.89342,4.23,4.12,1,1,237.3,85.0,448.7,292.7,91.6,432.3,425.1,225.6,461.3,228.8,0.8955,0.7687,0.8558,0.7635,0.9353,0.774,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1617.0,829.0,1550.0,820.0,1685.0,839.0,0.3705,0.27558,-0.88701,0.34885,0.28509,-0.89276,0.0,0.0,1,1,237.2,84.9,448.9,292.7,91.4,432.7,424.7,224.4,461.8,229.6,0.8956,0.7679,0.8549,0.7591,0.9363,0.7767,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1619.0,831.0,1550.0,821.0,1688.0,840.0,0.37041,0.27637,-0.8868,0.3501,0.28567,-0.89209,0.0,0.0,1,1,237.2,84.8,449.2,292.7,91.1,433.3,424.8,224.8,462.7,229.9,0.8967,0.7691,0.855,0.7605,0.9384,0.7778,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1612.0,837.0,1549.0,816.0,1674.0,857.0,0.36946,0.27429,-0.88784,0.34144,0.29566,-0.89219,4.13,4.05,1,1,237.2,84.4,449.9,292.9,90.8,433.9,424.4,223.4,458.9,234.6,0.8921,0.7747,0.8542,0.7557,0.93,0.7936,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
1,1611.0,836.0,1544.0,815.0,1678.0,856.0,0.36707,0.27442,-0.88879,0.34268,0.2954,-0.8918,0.0,0.0,1,1,237.1,84.1,450.5,292.8,90.5,434.4,423.2,223.1,459.8,234.4,0.8917,0.774,0.8515,0.755,0.9318,0.793,1,375.0,11.0,1619.0,836.0,0.8964,0.7742
